id;cursusnaam;tekst;datum
1;ArcGIS Desktop Basis;ArcGIS Desktop Basis: woensdag 8, 9 en 15 januari 2019 in Apeldoorn;8-1-2019
2;ArcGIS Desktop Basis;ArcGIS Desktop Basis: woensdag 6, 13 en 20 februari 2019 in Rotterdam;6-2-2019
3;ArcGIS Desktop Basis;ArcGIS Desktop Basis dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
4;ArcGIS Desktop Basis;ArcGIS Desktop Basis: woensdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
5;ArcGIS Desktop Basis;ArcGIS Desktop Basis: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
6;ArcGIS Desktop Basis;ArcGIS Desktop Basis: woensdag 9, 16 en 23 april 2019 in Eindhove;9-4-2019
7;ArcGIS Desktop Basis;ArcGIS Desktop Basis: dinsdag  7, 14, en 21 mei 2019  in Amsterdam;7-5-2019
8;ArcGIS Desktop Basis;ArcGIS Desktop Basis: woensdag 8, 15 en 24 mei 2019 in Rotterdam;8-5-2019
9;ArcGIS Desktop Basis;ArcGIS Desktop Basis: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
10;ArcGIS Desktop Basis;ArcGIS Desktop Basis: vrijdag 21, 26 en 28 juni 2019 in Rotterdam;21-6-2019
11;ArcGIS Desktop Basis;ArcGIS Desktop Basis: woensdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
12;ArcGIS Desktop Basis;ArcGIS Desktop Basis: woensdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
13;ArcGIS Desktop Basis;ArcGIS Desktop Basis: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
14;ArcGIS Desktop Basis;ArcGIS Desktop Basis: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
15;ArcGIS Desktop Basis;ArcGIS Desktop Basis: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
16;ArcGIS Desktop Basis;ArcGIS Desktop Basis: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
17;ArcGIS Desktop Basis;ArcGIS Desktop Basis: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
18;ArcGIS Desktop Basis;ArcGIS Desktop Basis: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
19;ArcGIS Desktop Basis;ArcGIS Desktop Basis: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
20;ArcGIS Desktop Basis;ArcGIS Desktop Basis: woensdag 5, 12 en 19 december 2019 in Rotterdam;5-12-2019
21;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: dinsdag 8 januari 2019  in Apeldoorn;8-1-2019
22;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: dinsdag 5 februari 2019 in Rotterdam;5-2-2019
23;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: dinsdag 5 maart 2019 in Apeldoorn;5-3-2019
24;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: maandag 4 maart 2019 in Amsterdam;4-3-2019
25;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: dinsdag 2 april 2019 in Rotterdam;2-4-2019
26;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: maandag 1 april 2019 in Eindhoven;1-4-2019
27;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: dinsdag 7 mei 2019 in Apeldoorn;7-5-2019
28;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: maandag 6 mei 2019 in Amsterdam;6-5-2019
29;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: dinsdag 4 juni 2019 in Rotterdam;4-6-2019
30;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: maandag 3 juni 2019 in Eindhoven;3-6-2019
31;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: dinsdag 2 juli 2019 in Apeldoorn;2-7-2019
32;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: dinsdag 6 augustus 2019 in Rotterdam;6-8-2019
33;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: dinsdag 3 september 2019 in Apeldoorn;3-9-2019
34;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: maandag 2 september 2019 in Amsterdam;2-9-2019
35;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: dinsdag 1 oktober 2019  in Rotterdam;1-10-2019
36;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: maandag 30 september 2019 in Eindhoven;30-9-2019
37;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: dinsdag 5 november 2019  in Apeldoorn;5-11-2019
38;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: maandag 4 november 2019 in Amsterdam;4-11-2019
39;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: dinsdag 10 december 2019 in Rotterdam;10-12-2019
40;ArcGIS en Python;ArcGIS en Python: woensdag 9, 16 en 23 januari 2019 in Apeldoorn;9-1-2019
41;ArcGIS en Python;ArcGIS en Python: woensdag 6, 13 en 20 februari 2019 in Rotterdam;6-2-2019
42;ArcGIS en Python;ArcGIS en Python: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
43;ArcGIS en Python;ArcGIS en Python: woensdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
44;ArcGIS en Python;ArcGIS en Python: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
45;ArcGIS en Python;ArcGIS en Python: woensdag 9, 16 en 23 april 2019 in Eindhove;9-4-2019
46;ArcGIS en Python;ArcGIS en Python: dinsdag  7, 14, en 21 mei 2019  in Amsterdam;7-5-2019
47;ArcGIS en Python;ArcGIS en Python: woensdag 8, 15 en 24 mei 2019 in Apeldoorn;8-5-2019
48;ArcGIS en Python;ArcGIS en Python: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
49;ArcGIS en Python;ArcGIS en Python: woensdag 5, 12 en 19 juni 2019 in Rotterdam;5-6-2019
50;ArcGIS en Python;ArcGIS en Python: woensdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
51;ArcGIS en Python;ArcGIS en Python: woensdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
52;ArcGIS en Python;ArcGIS en Python: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
53;ArcGIS en Python;ArcGIS en Python: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
54;ArcGIS en Python;ArcGIS en Python: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
55;ArcGIS en Python;ArcGIS en Python: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
56;ArcGIS en Python;ArcGIS en Python: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
57;ArcGIS en Python;ArcGIS en Python: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
58;ArcGIS en Python;ArcGIS en Python: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
59;ATLAS Data Analysis;Atlas.ti: woensdag 9, 16 en 23 januari 2019 in Apeldoorn;9-1-2019
60;ATLAS Data Analysis;Atlas.ti: woensdag 6, 13 en 20 februari 2019 in Rotterdam;6-2-2019
61;ATLAS Data Analysis;Atlas.ti: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
62;ATLAS Data Analysis;Atlas.ti: woensdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
63;ATLAS Data Analysis;Atlas.ti: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
64;ATLAS Data Analysis;Atlas.ti: woensdag 9, 16 en 23 april 2019 in Eindhove;9-4-2019
65;ATLAS Data Analysis;Atlas.ti: dinsdag  7, 14, en 21 mei 2019  in Amsterdam;7-5-2019
66;ATLAS Data Analysis;Atlas.ti: woensdag 8, 15 en 24 mei 2019 in Apeldoorn;8-5-2019
67;ATLAS Data Analysis;Atlas.ti: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
68;ATLAS Data Analysis;Atlas.ti: woensdag 5, 12 en 19 juni 2019 in Rotterdam;5-6-2019
69;ATLAS Data Analysis;Atlas.ti: woensdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
70;ATLAS Data Analysis;Atlas.ti: woensdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
71;ATLAS Data Analysis;Atlas.ti: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
72;ATLAS Data Analysis;Atlas.ti:  woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
73;ATLAS Data Analysis;Atlas.ti: dinsdag 8, 15 en 22 oktober in Eindhoven;8-10-2019
74;ATLAS Data Analysis;Atlas.ti: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
75;ATLAS Data Analysis;Atlas.ti: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
76;ATLAS Data Analysis;Atlas.ti: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
77;ATLAS Data Analysis;Atlas.ti: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
78;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: 2, 9, 16 en 23 november 2017 in Utrecht;2-11-2019
79;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: 7, 14, 18 en 22 december 2017 in Den Bosch;7-12-2019
80;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: vrijdag 11, 18 januari en 1 feb 2019 in Apeldoorn;11-1-2019
81;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 7, 14 en 21 februari 2018 in Rotterdam;7-2-2019
82;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 6, 13 en 20 maart in Amsterdam;6-3-2019
83;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 7, 14 en 21 maart 2018 in Apeldoorn;7-3-2019
84;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 10, 17 en 24 april in Eindhoven;10-4-2019
85;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 11, 18 en 25 april 2018 in Rotterdam;11-4-2019
86;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag  8, 15 en 22 mei in Amsterdam;8-5-2019
87;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 9, 16 en 23 mei 2018 in Apeldoorn;9-5-2019
88;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 5, 12 en 19 juni in Eindhoven;5-6-2019
89;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 6, 13 en 20 juni 2018 in Rotterdam;6-6-2019
90;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 4, 11 en 18 juli 2018 in Apeldoorn;4-7-2019
91;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 8, 15 en 22 augustus 2018 in Rotterdam;8-8-2019
92;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 4, 11 en 18 september in Amsterdam;4-9-2019
93;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 5, 12 en 19 september 2018 in Apeldoorn;5-9-2019
94;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 9, 16 en 23 oktober in Eindhoven;9-10-2019
95;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 10, 17 en 24 oktober 2018 in Rotterdam;10-10-2019
96;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 6, 13 en 20 november in Amsterdam;6-11-2019
97;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 7, 14 en 21 november 2018 in Apeldoorn;7-11-2019
98;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 4, 11 en 18 december in Eindhoven;4-12-2019
99;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 5, 12 en 19 december 2018 in Rotterdam;5-12-2019
100;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: vrijdag 11, 18 jan en 1 februari 2019 in Apeldoorn;11-1-2019
101;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 6, 13 en 20 februari 2019 in Rotterdam;6-2-2019
102;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
103;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
104;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
105;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 9, 16 en 23 april 2019 in Eindhove;9-4-2019
106;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag  7, 14, en 21 mei 2019  in Amsterdam;7-5-2019
107;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 8, 15 en 24 mei 2019 in Apeldoorn;8-5-2019
108;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
109;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 5, 12 en 19 juni 2019 in Rotterdam;5-6-2019
110;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
111;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
112;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
113;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
114;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 8, 15 en 22 oktober in Eindhoven;8-10-2019
115;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
116;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
117;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
118;AutoCAD 2D Basis - Geo-ICT Certificaat;AutoCAD 2D Basis: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
119;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 9, 16, 23 en 24 januari 2019 in Apeldoorn;9-1-2019
120;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 6, 13, 20 en 21 januari 2019 in Rotterdam;6-1-2019
121;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 6, 13, 20 en 21 maart 2019 in Apeldoorn;6-3-2019
122;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 5, 12, 19 en 20 maart 2019 in Amsterdam;5-3-2019
123;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 10, 17, 24 april en 1 mei 2019 in Apeldoorn;10-4-2019
124;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 9, 16, 23 en 24 april 2019 in Eindhoven;9-4-2019
125;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 8, 15, 22 en 23 mei 2019 in Apeldoorn;8-5-2019
126;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 7, 14, 21 en 22 mei 2019 in Amsterdam;7-5-2019
127;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 5, 12, 19 en 20 juni 2019 in Rotterdam;5-6-2019
128;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 4, 11 en 18 en 19 juni 2019 in Eindhoven;4-6-2019
129;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 3, 10, 17 en 18 juli 2019 in Apeldoorn;3-7-2019
130;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 7, 14, 21 en 22 augustus 2019 in Rotterdam;7-8-2019
131;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 4, 11, 18 en 19 september 2019 in Apeldoorn;4-9-2019
132;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 3, 10, 17 en 18 september 2019 in Amsterdam;3-9-2019
133;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 9, 16, 23 en 24 oktober 2019 in Rotterdam;9-10-2019
134;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 8, 15, 22 en 23 oktober 2019 in Eindhoven;8-10-2019
135;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 6, 13, 20 en 21 november 2019 in Apeldoorn;6-11-2019
136;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 5, 12, 19 en 20 november 2019 in Amsterdam;5-11-2019
137;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 4, 11, 18 en 19 december 2019 in Rotterdan;4-12-2019
138;AutoCAD Civil 3D Basis;AutoCAD Civil 3D Basis: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
139;AutoCAD Civil 3D Survey;AutoCAD Civil 3D Survey: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
140;AutoCAD Infraworks Basis;AutoCAD Infraworks Basis: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
141;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: vrijdag 11, 18 en 25 januari 2019 in Apeldoorn;11-1-2019
142;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: vrijdag 8, 15 en 22 februari 2019 in Rotterdam;8-2-2019
143;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: vrijdag 8, 15 en 22 maart 2019 in Apeldoorn;8-3-2019
144;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: donderdag 7, 14 en 21 maart 2019 in Amsterdam;7-3-2019
145;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: vrijdag 12, 19, 26 april 2019 in Rotterdam;12-4-2019
146;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: donderdag 11, 18 en 25 april 2019 in Eindhoven;11-4-2019
147;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: vrijdag 10, 17 en 24 mei 2019 in Apeldoorn;10-5-2019
148;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: donderdag 9, 16 en 23 mei 2019 in Amsterdam;9-5-2019
149;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: vrijdag 7, 14 en 21 juni 2019 in Rotterdam;7-6-2019
150;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: donderdag 6, 13 en 20 juni 2019 in Eindhoven;6-6-2019
151;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: vrijdag 5, 12 en 19  juli 2019 in Apeldoorn;5-7-2019
152;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: vrijdag 9, 16 en 23 augustus 2019 in Rotterdam;9-8-2019
153;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: vrijdag 6, 13 en 20 september 2019 in Apeldoorn;6-9-2019
154;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: donderdag 5, 12 en 19 september 2019 in Amsterdam;5-9-2019
155;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: vrijdag 11, 18 en 25 oktober 2019 in Rotterdam;11-10-2019
156;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: donderdag 10, 17 en 24 oktober 2019 in Eindhoven;10-10-2019
157;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: vrijdag 8, 15 en 22 november 2019 in Apeldoorn;8-11-2019
158;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: donderdag 7, 14 en 21 november 2019 in Amsterdam;7-11-2019
159;AutoCAD MAP 3D Basis;AutoCAD MAP 3D Basis: vrijdag 6, 13 en 20 december 2019 in Rotterdam;6-12-2019
160;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: woensdag 9, 16 en 23 januari 2019 in Apeldoorn;9-1-2019
161;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: woensdag 6, 13 en 20 februari 2019 in Rotterdam;6-2-2019
162;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
163;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: woensdag 6, 13 en 20 maart 2019 in Apeldoorn;6-3-2019
164;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: dinsdag 10, 17 en 24 april 2019 in Rotterdam;10-4-2019
165;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: woensdag 9, 16 en 23 april 2019 in Eindhove;9-4-2019
166;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: dinsdag  7, 14, en 21 mei 2019  in Amsterdam;7-5-2019
167;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: woensdag 8, 15 en 24 mei 2019 in Apeldoorn;8-5-2019
168;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
169;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: woensdag 5, 12 en 19 juni 2019 in Rotterdam;5-6-2019
170;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: woensdag 3, 10 en 17 juli 2019 in Apeldoorn;3-7-2019
171;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: woensdag 7, 14 en 21 augustus 2019 in Rotterdam;7-8-2019
172;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
173;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
174;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
175;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
176;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
177;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
178;Azure Cloud computing-platform basis;Azure Cloud computing-platform basis: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
179;Google Bigdata Query;Google Bigdata Query: woensdag 10, 17 en 24 januari 2019 in Apeldoorn;10-1-2019
180;Google Bigdata Query;Google Bigdata Query: woensdag 7, 14 en 21 februari 2019 in Rotterdam;7-2-2019
181;Google Bigdata Query;Google Bigdata Query: dinsdag 6, 13 en 20 maart 2019 in Amsterdam;6-3-2019
182;Google Bigdata Query;Google Bigdata Query: woensdag 7, 14 en 21 maart 2019 in Apeldoorn;7-3-2019
183;Google Bigdata Query;Google Bigdata Query: woensdag 11, 18 en 25 april 2019 in Rotterdam;11-4-2019
184;Google Bigdata Query;Google Bigdata Query: dinsdag  8, 15 en 22 mei 2019 in Amsterdam;8-5-2019
185;Google Bigdata Query;Google Bigdata Query: woensdag 9, 16 en 23 mei 2019 in Apeldoorn;9-5-2019
186;Google Bigdata Query;Google Bigdata Query: dinsdag 5, 12 en 19 juni 2019 in Eindhoven;5-6-2019
187;Google Bigdata Query;Google Bigdata Query: woensdag 6, 13 en 20 juni 2019 in Rotterdam;6-6-2019
188;Google Bigdata Query;Google Bigdata Query: woensdag 4, 11 en 18 juli 2019 in Apeldoorn;4-7-2019
189;Google Bigdata Query;Google Bigdata Query: woensdag 8, 15 en 22 augustus 2019 in Rotterdam;8-8-2019
190;Google Bigdata Query;Google Bigdata Query: dinsdag 4, 11 en 18 september 2019 in Amsterdam;4-9-2019
191;Google Bigdata Query;Google Bigdata Query: woensdag 5, 12 en 19 september 2019 in Apeldoorn;5-9-2019
192;Google Bigdata Query;Google Bigdata Query: dinsdag 9, 16 en 23 oktober 2019 in Eindhoven;9-10-2019
193;Google Bigdata Query;Google Bigdata Query: woensdag 10, 17 en 24 oktober 2019 in Rotterdam;10-10-2019
194;Google Bigdata Query;Google Bigdata Query: dinsdag 6, 13 en 20 november 2019 in Amsterdam;6-11-2019
195;Google Bigdata Query;Google Bigdata Query: woensdag 7, 14 en 21 november 2019 in Apeldoorn;7-11-2019
196;Google Bigdata Query;Google Bigdata Query: dinsdag 4, 11 en 18 december 2019 in Eindhoven;4-12-2019
197;Google Bigdata Query;Google Bigdata Query: woensdag 5, 12 en 19 december 2019 in Rotterdam;5-12-2019
199;C++ Programmeren;C++ Programmeren: maandag 7,14 en 21 januari 2019 in Apeldoorn;7-1-2019
200;C++ Programmeren;C++ Programmeren: maandag 4, 11 en 18 februari 2019 in Rotterdam;4-2-2019
201;C++ Programmeren;C++ Programmeren: maandag 4, 11 en 18 maart 2019 in Apeldoorn;4-3-2019
202;C++ Programmeren;C++ Programmeren: dinsdag 5, 12 en 19 maart 2019 in Amsterdam;5-3-2019
203;C++ Programmeren;C++ Programmeren: maandag 8, 15 en 22 april 2019 in Rotterdam;8-4-2019
204;C++ Programmeren;C++ Programmeren:  dinsdag 9, 16 en 23 april 2019 in Eindhoven;9-4-2019
205;C++ Programmeren;C++ Programmeren: maandag 6, 13 en 20 mei 2019 in Apeldoorn;6-5-2019
206;C++ Programmeren;C++ Programmeren:  dinsdag 7, 14 en 21 mei 2019 in Amsterdam;7-5-2019
